review,model,sentiment,clean_text
"I visited the new venue, The Staples Center, and was blown away by the stunning architecture. The acoustics were perfect for the live music performance.",Llama-3-8b-T,neutral,visited new venue staple center blown away stunning architecture acoustic perfect live music performance
"I bought a new toy, the Lego Creator, and my kid loved it. The instructions were clear and the pieces were high-quality.",Llama-3-8b-T,neutral,bought new toy lego creator kid loved instruction clear piece high quality
"I attended the new concert, The Taylor Swift, and was impressed by the energetic performance. The sound quality was excellent and the stage presence was impressive.",Llama-3-8b-T,neutral,attended new concert taylor swift impressed energetic performance sound quality excellent stage presence impressive
"I visited the local store, The Gap, and was impressed by the wide selection of clothing. The staff was friendly and helpful, answering all my questions.",Llama-3-8b-T,neutral,visited local store gap impressed wide selection clothing staff friendly helpful answering question
"I tried the new product, the Amazon Echo, and was impressed by the ease of use. The voice assistant was helpful and the integration with other devices was seamless.",Llama-3-8b-T,neutral,tried new product amazon echo impressed ease use voice assistant helpful integration device seamless
"I visited the new spa, The Spa at The Ritz, and enjoyed a relaxing day of pampering. The facilities were luxurious and the staff was attentive.",Llama-3-8b-T,neutral,visited new spa spa ritz enjoyed relaxing day pampering facility luxurious staff attentive
"I bought a new brand, Nike, and was impressed by the high-quality athletic wear. The fit was comfortable and the style was on-trend.",Llama-3-8b-T,neutral,bought new brand nike impressed high quality athletic wear fit comfortable style trend
I attended the new general meeting at work and was impressed by the engaging presentation. The speaker was knowledgeable and the Q&A session was informative.,Llama-3-8b-T,neutral,attended new general meeting work impressed engaging presentation speaker knowledgeable q session informative
"I visited the local event, The Food Truck Festival, and had a great time. The variety of food options was amazing and the atmosphere was lively.",Llama-3-8b-T,neutral,visited local event food truck festival great time variety food option amazing atmosphere lively
I tried the new ad campaign for McDonald's and was impressed by the catchy jingle. The visuals were colorful and the message was uplifting.,Llama-3-8b-T,neutral,tried new ad campaign mcdonald impressed catchy jingle visuals colorful message uplifting
"I visited the new restaurant, The Cheesecake Factory, and was impressed by the creative menu. The service was friendly and attentive.",Llama-3-8b-T,neutral,visited new restaurant cheesecake factory impressed creative menu service friendly attentive
"I attended the new event, The Grammy Awards, and was impressed by the talented performances. The production values were high and the atmosphere was electric.",Llama-3-8b-T,neutral,attended new event grammy award impressed talented performance production value high atmosphere electric
"I visited the local store, Best Buy, and was impressed by the wide selection of electronics. The staff was knowledgeable and helpful, answering all my questions.",Llama-3-8b-T,neutral,visited local store best buy impressed wide selection electronics staff knowledgeable helpful answering question
"I tried the new product, the Instant Pot, and was impressed by the ease of use. The recipes were diverse and the results were delicious.",Llama-3-8b-T,neutral,tried new product instant pot impressed ease use recipe diverse result delicious
"I visited the new spa, The Spa at The Four Seasons, and enjoyed a relaxing day of pampering. The facilities were luxurious and the staff was attentive.",Llama-3-8b-T,neutral,visited new spa spa four season enjoyed relaxing day pampering facility luxurious staff attentive
"I bought a new brand, Levi's, and was impressed by the high-quality denim. The fit was comfortable and the style was on-trend.",Llama-3-8b-T,neutral,bought new brand levi impressed high quality denim fit comfortable style trend
I attended the new general meeting at work and was impressed by the engaging presentation. The speaker was knowledgeable and the Q&A session was informative.,Llama-3-8b-T,neutral,attended new general meeting work impressed engaging presentation speaker knowledgeable q session informative
"I visited the local event, The Farmers' Market, and enjoyed the fresh produce and artisanal goods. The atmosphere was lively and fun.",Llama-3-8b-T,neutral,visited local event farmer market enjoyed fresh produce artisanal good atmosphere lively fun
I tried the new ad campaign for Apple and was impressed by the inspiring messages. The visuals were stunning and the music was catchy.,Llama-3-8b-T,neutral,tried new ad campaign apple impressed inspiring message visuals stunning music catchy
"I visited the new venue, The Staples Center, and was blown away by the stunning architecture. The acoustics were perfect for the live music performance.",Llama-3-8b-T,neutral,visited new venue staple center blown away stunning architecture acoustic perfect live music performance
"I bought a new toy, the Lego Creator, and my kid loved it. The instructions were clear and the pieces were high-quality.",Llama-3-8b-T,neutral,bought new toy lego creator kid loved instruction clear piece high quality
"I attended the new concert, The Taylor Swift, and was impressed by the energetic performance. The sound quality was excellent and the stage presence was impressive.",Llama-3-8b-T,neutral,attended new concert taylor swift impressed energetic performance sound quality excellent stage presence impressive
"I visited the local store, The Gap, and was impressed by the wide selection of clothing. The staff was friendly and helpful, answering all my questions.",Llama-3-8b-T,neutral,visited local store gap impressed wide selection clothing staff friendly helpful answering question
"I tried the new product, the Amazon Echo, and was impressed by the ease of use. The voice assistant was helpful and the integration with other devices was seamless.",Llama-3-8b-T,neutral,tried new product amazon echo impressed ease use voice assistant helpful integration device seamless
"I visited the new spa, The Spa at The Ritz, and enjoyed a relaxing day of pampering. The facilities were luxurious and the staff was attentive.",Llama-3-8b-T,neutral,visited new spa spa ritz enjoyed relaxing day pampering facility luxurious staff attentive
"I bought a new brand, Nike, and was impressed by the high-quality athletic wear. The fit was comfortable and the style was on-trend.",Llama-3-8b-T,neutral,bought new brand nike impressed high quality athletic wear fit comfortable style trend
I attended the new general meeting at work and was impressed by the engaging presentation. The speaker was knowledgeable and the Q&A session was informative.,Llama-3-8b-T,neutral,attended new general meeting work impressed engaging presentation speaker knowledgeable q session informative
"I visited the local event, The Food Truck Festival, and had a great time. The variety of food options was amazing and the atmosphere was lively.",Llama-3-8b-T,neutral,visited local event food truck festival great time variety food option amazing atmosphere lively
I tried the new ad campaign for Coca-Cola and was impressed by the catchy jingle. The visuals were colorful and the message was uplifting.,Llama-3-8b-T,neutral,tried new ad campaign coca cola impressed catchy jingle visuals colorful message uplifting
"I visited the new restaurant, The Cheesecake Factory, and was impressed by the creative menu. The service was friendly and attentive.",Llama-3-8b-T,neutral,visited new restaurant cheesecake factory impressed creative menu service friendly attentive
"I attended the new event, The Grammy Awards, and was impressed by the talented performances. The production values were high and the atmosphere was electric.",Llama-3-8b-T,neutral,attended new event grammy award impressed talented performance production value high atmosphere electric
"I visited the local store, Best Buy, and was impressed by the wide selection of electronics. The staff was knowledgeable and helpful, answering all my questions.",Llama-3-8b-T,neutral,visited local store best buy impressed wide selection electronics staff knowledgeable helpful answering question
"I tried the new product, the Instant Pot, and was impressed by the ease of use. The recipes were diverse and the results were delicious.",Llama-3-8b-T,neutral,tried new product instant pot impressed ease use recipe diverse result delicious
"I visited the new spa, The Spa at The Four Seasons, and enjoyed a relaxing day of pampering. The facilities were luxurious and the staff was attentive.",Llama-3-8b-T,neutral,visited new spa spa four season enjoyed relaxing day pampering facility luxurious staff attentive
"I bought a new brand, Levi's, and was impressed by the high-quality denim. The fit was comfortable and the style was on-trend.",Llama-3-8b-T,neutral,bought new brand levi impressed high quality denim fit comfortable style trend
I attended the new general meeting at work and was impressed by the engaging presentation. The speaker was knowledgeable and the Q&A session was informative.,Llama-3-8b-T,neutral,attended new general meeting work impressed engaging presentation speaker knowledgeable q session informative
"I visited the local event, The Farmers' Market, and enjoyed the fresh produce and artisanal goods. The atmosphere was lively and fun.",Llama-3-8b-T,neutral,visited local event farmer market enjoyed fresh produce artisanal good atmosphere lively fun
